,Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points,Age,Market_Value,PCS_1,PCS_2,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
24,Baines,EVE,DEF,55,373.5,407.4,102.0,88.2,34,2,3,0,0,0,0,1,0,2.5,1909,10,82,33,7.2,0.8499698199669241,0.17093876220707907,156,17,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,17,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2.2,3.0,2.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84579,90575.0,83588.0,82166.0,71443.0,61948.0,56313.0,51724.0,48024.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-3482.0,-9133.0,-3717.0,-10945.0,-9761.0,-6134.0,-4815.0,-4067.0,0,4132.0,3154.0,5213.0,1042.0,315.0,457.0,235.0,324.0,0,7614.0,12287.0,8930.0,11987.0,10076.0,6591.0,5050.0,4391.0,55,55.0,55.0,55.0,54.0,54.0,53.0,53.0,52.0
25,Balbuena,WHU,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,27,4.5,-1.7041157719259885,-0.3800545638988259,464,16,12.0,11.0,25.0,14.0,30.0,15.0,10.0,14.0,16,12.0,11.0,25.0,14.0,30.0,15.0,10.0,14.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.6,2.3,4.6,2.1,3.4,3.0,7.6,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16348,17317.0,15152.0,14837.0,13566.0,13149.0,15866.0,17417.0,17730.0,-1,1.0,1.0,2.0,2.0,8.0,2.0,2.0,2.0,0,-589.0,-2438.0,-793.0,-1419.0,-574.0,2089.0,1323.0,188.0,0,1070.0,303.0,965.0,262.0,333.0,2866.0,2075.0,1488.0,0,1659.0,2741.0,1758.0,1681.0,907.0,777.0,752.0,1300.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
26,Balogun,BHA,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,30,1.8,-1.7041157719259885,-0.3800545638988259,54,0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7897,7288.0,7304.0,8455.0,7633.0,7165.0,6681.0,6475.0,6115.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1303.0,-423.0,517.0,-878.0,-522.0,-522.0,-246.0,-416.0,0,109.0,450.0,1332.0,143.0,56.0,31.0,55.0,56.0,0,1412.0,873.0,815.0,1021.0,578.0,553.0,301.0,472.0,45,45.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0
27,Bamba,CAR,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,33,900.0,-1.7041157719259885,-0.3800545638988259,91,7,23.0,26.0,9.0,20.0,0.0,13.0,12.0,26.0,7,23.0,26.0,9.0,20.0,0.0,13.0,12.0,26.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,5.8,4.9,2.0,8.1,0.0,3.0,3.3,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39138,38673.0,40714.0,62330.0,59021.0,73465.0,72591.0,68113.0,66010.0,1,6.0,8.0,1.0,6.0,0.0,1.0,2.0,3.0,0,-2697.0,-108.0,14918.0,-3281.0,10375.0,-1171.0,-4064.0,-2748.0,0,1057.0,3021.0,20896.0,2718.0,15315.0,3582.0,736.0,1678.0,0,3754.0,3129.0,5978.0,5999.0,4940.0,4753.0,4800.0,4426.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
28,Baningime,EVE,MID,45,3.8,9.4,0.0,1.3,2,0,0,0,0,0,0,1,0,0.1,192,0,7,20,2.7,-1.6470661035258627,-0.332636928147759,174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914,3139.0,3036.0,2899.0,3005.0,2946.0,2880.0,2879.0,2735.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-253.0,-251.0,-234.0,-45.0,-97.0,-95.0,-37.0,-150.0,0,144.0,198.0,87.0,233.0,131.0,84.0,80.0,66.0,0,397.0,449.0,321.0,278.0,228.0,179.0,117.0,216.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
29,Bardsley,BUR,DEF,45,117.5,229.4,35.0,38.3,13,0,0,0,0,0,0,5,0,0.2,1125,0,33,33,1.35,-1.120838743772985,-0.12094727138444691,75,0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10336,10261.0,9196.0,8416.0,7952.0,7770.0,7448.0,7272.0,6975.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-1117.0,-1289.0,-875.0,-590.0,-249.0,-345.0,-223.0,-321.0,0,215.0,97.0,73.0,164.0,143.0,85.0,81.0,67.0,0,1332.0,1386.0,948.0,754.0,392.0,430.0,304.0,388.0,45,45.0,45.0,44.0,44.0,44.0,44.0,43.0,43.0
30,Barkley,CHE,MID,60,34.7,21.0,45.0,10.1,4,0,0,0,0,0,0,0,0,0.4,129,0,3,24,22.5,-1.536635986997047,-0.2975578200016056,127,12,8.0,3.0,0.0,8.0,4.0,1.0,39.0,20.0,12,8.0,3.0,0.0,8.0,4.0,1.0,39.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.5,3.0,0.3,0.0,1.2,1.2,0.1,12.4,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22315,26353.0,26060.0,23266.0,20177.0,18944.0,17986.0,17641.0,41342.0,3,1.0,1.0,0.0,1.0,1.0,1.0,13.0,6.0,0,-1482.0,-2201.0,-3619.0,-3609.0,-1669.0,-1176.0,-533.0,21408.0,0,2432.0,3180.0,1130.0,437.0,351.0,256.0,306.0,25953.0,0,3914.0,5381.0,4749.0,4046.0,2020.0,1432.0,839.0,4545.0,60,60.0,60.0,59.0,58.0,58.0,58.0,57.0,57.0
31,Barnes,BUR,FWD,60,274.8,407.2,797.0,145.8,23,9,0,0,0,0,0,10,0,1.3,2150,9,92,28,7.2,1.7792499428452124,-0.8330085394024834,85,4,0.0,3.0,4.0,2.0,51.0,0.0,4.0,3.0,4,0.0,3.0,4.0,2.0,51.0,0.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.3,0.0,0.0,2.0,3.2,12.1,0.0,0.3,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48750,45907.0,35729.0,28768.0,24448.0,22348.0,34065.0,31530.0,26400.0,1,1.0,1.0,1.0,1.0,12.0,0.0,2.0,1.0,0,-5811.0,-10653.0,-7513.0,-4661.0,-2413.0,10130.0,-2106.0,-5019.0,0,1603.0,856.0,405.0,525.0,618.0,12122.0,3035.0,832.0,0,7414.0,11509.0,7918.0,5186.0,3031.0,1992.0,5141.0,5851.0,60,60.0,59.0,58.0,58.0,57.0,57.0,57.0,57.0
32,Bednarek,SOU,DEF,40,1.9,110.0,19.0,13.1,5,1,0,0,0,0,0,1,0,6.1,427,0,22,22,4.5,-1.3672769107824556,-0.3681684040848761,335,0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264706,252476.0,219047.0,224670.0,222683.0,216271.0,226927.0,232620.0,243108.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,-21387.0,-35729.0,-5619.0,-9009.0,-8030.0,5396.0,3684.0,8488.0,0,4341.0,3621.0,20039.0,19691.0,8366.0,15601.0,13140.0,22184.0,0,25728.0,39350.0,25658.0,28700.0,16396.0,10205.0,9456.0,13696.0,40,40.0,40.0,39.0,39.0,39.0,39.0,39.0,39.0
33,Begovic,BOU,GKP,45,20.0,790.8,0.0,80.8,61,0,0,0,0,1,111,2,0,4.7,3420,6,112,31,7.2,1.2952069839781497,5.839285138040671,24,21,16.0,4.0,18.0,20.0,10.0,10.0,25.0,29.0,21,16.0,4.0,18.0,20.0,10.0,10.0,25.0,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,0.0,3.6,3.9,0.7,0.7,1.5,2.1,1,4.0,1.0,4.0,5.0,1.0,1.0,2.0,4.0,220212,250753.0,260020.0,255193.0,261224.0,266485.0,257515.0,249791.0,255762.0,6,3.0,1.0,2.0,2.0,0.0,2.0,6.0,9.0,0,3152.0,853.0,-8140.0,1741.0,3063.0,-8874.0,-7968.0,2659.0,0,12926.0,20007.0,8282.0,19472.0,13190.0,2003.0,1168.0,10335.0,0,9774.0,19154.0,16422.0,17731.0,10127.0,10877.0,9136.0,7676.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
34,Bellerin,ARS,DEF,55,561.0,554.0,484.0,160.1,44,2,4,0,0,0,0,5,0,12.9,3050,11,132,23,36.0,1.6872521506212144,0.3038893537389959,4,17,16.0,25.0,5.0,12.0,28.0,28.0,25.0,27.0,17,16.0,25.0,5.0,12.0,28.0,28.0,25.0,27.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.8,5.7,1.9,3.4,4.8,2.4,7.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727046,708875.0,654173.0,671467.0,609539.0,581867.0,583056.0,593737.0,615756.0,1,1.0,5.0,0.0,2.0,6.0,8.0,5.0,6.0,0,-62938.0,-69594.0,798.0,-65120.0,-32044.0,-3952.0,6898.0,15322.0,0,12676.0,35884.0,43942.0,16982.0,10657.0,17381.0,20408.0,35891.0,0,75614.0,105478.0,43144.0,82102.0,42701.0,21333.0,13510.0,20569.0,55,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0
35,Benalouane,LEI,DEF,40,1.3,24.8,18.0,4.4,2,0,0,0,0,0,0,0,0,0.7,90,0,1,31,900.0,-1.6250021849660043,-0.33773685289112326,218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53420,58134.0,57013.0,54626.0,52150.0,52302.0,54661.0,56354.0,57654.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2694.0,-3332.0,-3414.0,-2974.0,-792.0,745.0,825.0,512.0,0,2282.0,2302.0,1015.0,659.0,1625.0,2871.0,2805.0,3054.0,0,4976.0,5634.0,4429.0,3633.0,2417.0,2126.0,1980.0,2542.0,40,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0
36,Bennett,CAR,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,28,1.8,-1.7041157719259885,-0.3800545638988259,94,14,29.0,22.0,24.0,8.0,0.0,0.0,12.0,13.0,14,29.0,22.0,24.0,8.0,0.0,0.0,12.0,13.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.9,1.3,5.5,1.0,0.0,0.0,1.8,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8863,9413.0,28775.0,37669.0,53186.0,50485.0,47369.0,44051.0,41963.0,1,8.0,6.0,4.0,0.0,0.0,0.0,2.0,1.0,0,-452.0,12679.0,6181.0,10181.0,-2545.0,-3362.0,-3400.0,-2331.0,0,506.0,16419.0,10675.0,16802.0,1832.0,702.0,173.0,427.0,0,958.0,3740.0,4494.0,6621.0,4377.0,4064.0,3573.0,2758.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
37,Bennett,CAR,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,28,1.8,-1.7041157719259885,-0.3800545638988259,427,18,9.0,9.0,26.0,26.0,11.0,20.0,24.0,7.0,18,9.0,9.0,26.0,26.0,11.0,20.0,24.0,7.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.8,1.5,1.6,3.0,2.7,4.0,1.2,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234162,319876.0,371884.0,441242.0,546106.0,585640.0,624717.0,657538.0,702126.0,1,1.0,2.0,5.0,6.0,2.0,6.0,7.0,0.0,0,40454.0,38547.0,57465.0,90609.0,38370.0,35250.0,30661.0,39641.0,0,63000.0,78984.0,86381.0,129307.0,59504.0,50129.0,44077.0,64158.0,0,22546.0,40437.0,28916.0,38698.0,21134.0,14879.0,13416.0,24517.0,40,40.0,40.0,40.0,41.0,41.0,41.0,41.0,42.0
38,Benteke,CRY,FWD,65,406.7,325.2,845.0,157.5,36,3,7,0,1,0,0,6,0,1.2,2234,5,84,27,19.8,1.082328181477291,-0.0012381164261330861,152,9,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,9,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,1.8,2.8,10.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54689,64876.0,63397.0,61222.0,48778.0,38453.0,34085.0,32004.0,29957.0,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,-2362.0,-4985.0,-4621.0,-13231.0,-10600.0,-4655.0,-2203.0,-2112.0,0,5183.0,5832.0,5161.0,4038.0,125.0,90.0,55.0,107.0,0,7545.0,10817.0,9782.0,17269.0,10725.0,4745.0,2258.0,2219.0,65,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0
39,Bernardo,BHA,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,23,8.1,-1.7041157719259885,-0.3800545638988259,440,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10711,10279.0,8737.0,7765.0,6896.0,6397.0,6009.0,5797.0,5600.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1278.0,-1734.0,-1100.0,-950.0,-557.0,-426.0,-242.0,-223.0,0,165.0,103.0,97.0,72.0,81.0,36.0,63.0,103.0,0,1443.0,1837.0,1197.0,1022.0,638.0,462.0,305.0,326.0,45,45.0,44.0,44.0,43.0,43.0,43.0,42.0,42.0
40,Bernardo Silva,MCI,MID,75,508.7,475.6,464.0,144.4,10,6,5,0,0,0,0,0,0,0.7,1514,8,112,32,27.0,0.9997231337112638,-0.8849157712966693,276,23,14.0,10.0,3.0,12.0,50.0,14.0,12.0,23.0,23,14.0,10.0,3.0,12.0,50.0,14.0,12.0,23.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.5,8.7,3.7,0.7,13.7,16.4,6.6,3.2,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312286,622996.0,597219.0,538527.0,422554.0,360294.0,559939.0,527174.0,552283.0,8,2.0,2.0,1.0,3.0,14.0,3.0,2.0,6.0,0,244051.0,-30117.0,-66347.0,-120350.0,-66060.0,179835.0,-20236.0,13881.0,0,266205.0,94217.0,40167.0,20710.0,15110.0,195323.0,37741.0,69723.0,0,22154.0,124334.0,106514.0,141060.0,81170.0,15488.0,57977.0,55842.0,75,76.0,76.0,76.0,75.0,75.0,76.0,76.0,76.0
41,Bertrand,SOU,DEF,50,589.1,515.2,286.0,139.3,49,0,5,0,0,0,0,2,0,4.9,3135,4,103,29,18.0,0.804590914620061,0.618725033814959,330,24,11.0,19.0,25.0,5.0,9.0,11.0,5.0,19.0,24,11.0,19.0,25.0,5.0,9.0,11.0,5.0,19.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.7,9.6,2.3,1.7,3.9,5.8,4.2,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349632,354030.0,316577.0,318919.0,340961.0,318297.0,305728.0,283536.0,264434.0,6,1.0,7.0,6.0,1.0,1.0,0.0,0.0,5.0,0,-12017.0,-39441.0,-3729.0,13288.0,-19416.0,-13812.0,-21781.0,-20560.0,0,8726.0,5101.0,13127.0,31535.0,4730.0,2864.0,808.0,1902.0,0,20743.0,44542.0,16856.0,18247.0,24146.0,16676.0,22589.0,22462.0,50,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0
42,Bettinelli,FUL,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,26,2.7,-1.7041157719259885,-0.3800545638988259,178,0,0.0,8.0,29.0,19.0,19.0,14.0,13.0,12.0,0,0.0,8.0,29.0,19.0,19.0,14.0,13.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.7,4.7,3.9,2.0,2.1,1.6,0,0.0,0.0,3.0,6.0,5.0,3.0,2.0,1.0,14241,13315.0,11888.0,11601.0,21240.0,29818.0,34456.0,35530.0,37422.0,0,0.0,0.0,7.0,3.0,3.0,2.0,0.0,0.0,0,-1656.0,-1603.0,-534.0,6599.0,7303.0,3847.0,1062.0,1444.0,0,75.0,66.0,471.0,10594.0,9964.0,5803.0,2850.0,3666.0,0,1731.0,1669.0,1005.0,3995.0,2661.0,1956.0,1788.0,2222.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
43,Billing,HUD,MID,45,58.6,111.4,26.0,19.3,11,0,0,0,0,0,0,3,0,0.1,755,0,22,22,2.25,-1.303866269756819,-0.1392459819879183,202,16,5.0,12.0,37.0,15.0,17.0,3.0,14.0,6.0,16,5.0,12.0,37.0,15.0,17.0,3.0,14.0,6.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,2.8,9.6,6.4,3.3,4.0,6.2,2.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5761,8239.0,10197.0,17461.0,143835.0,158719.0,151992.0,152279.0,141899.0,2,1.0,3.0,9.0,2.0,2.0,1.0,2.0,2.0,0,543.0,1298.0,5470.0,107950.0,18567.0,-5885.0,-631.0,-10078.0,0,1509.0,3026.0,8726.0,138693.0,38726.0,8412.0,8629.0,6522.0,0,966.0,1728.0,3256.0,30743.0,20159.0,14297.0,9260.0,16600.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
44,Bissouma,BHA,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,22,13.5,-1.7041157719259885,-0.3800545638988259,466,2,0.0,8.0,1.0,7.0,0.0,5.0,4.0,0.0,2,0.0,8.0,1.0,7.0,0.0,5.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,3.2,0.6,0.7,0.9,0.8,0.3,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595,2518.0,2189.0,2273.0,2081.0,1929.0,1793.0,1838.0,1758.0,1,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,-218.0,-352.0,-3.0,-198.0,-158.0,-157.0,18.0,-94.0,0,161.0,78.0,263.0,88.0,59.0,26.0,132.0,90.0,0,379.0,430.0,266.0,286.0,217.0,183.0,114.0,184.0,50,50.0,50.0,50.0,49.0,49.0,49.0,48.0,48.0
45,Boly,WOL,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,27,9.0,-1.7041157719259885,-0.3800545638988259,423,19,16.0,24.0,28.0,28.0,9.0,23.0,21.0,13.0,19,16.0,24.0,28.0,28.0,9.0,23.0,21.0,13.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.6,9.4,2.8,3.7,4.0,1.5,2.4,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94567,90249.0,76035.0,93280.0,132962.0,221351.0,276207.0,279984.0,305936.0,1,1.0,8.0,8.0,7.0,2.0,6.0,6.0,1.0,0,-7447.0,-14661.0,11166.0,31449.0,78839.0,49573.0,7909.0,20679.0,0,1133.0,552.0,17377.0,42328.0,92416.0,60103.0,17507.0,33790.0,0,8580.0,15213.0,6211.0,10879.0,13577.0,10530.0,9598.0,13111.0,45,45.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0
46,Bonatini,WOL,FWD,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,24,4.5,-1.7041157719259885,-0.3800545638988259,438,3,-2.0,0.0,11.0,-4.0,0.0,3.0,0.0,0.0,3,-2.0,0.0,11.0,-4.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.0,4.8,4.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46942,44460.0,37612.0,32629.0,40451.0,38106.0,35951.0,35017.0,32013.0,1,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0,-5027.0,-7496.0,-5729.0,5081.0,-2252.0,-2419.0,-1244.0,-3094.0,0,1723.0,1195.0,1090.0,12160.0,3146.0,1819.0,1880.0,918.0,0,6750.0,8691.0,6819.0,7079.0,5398.0,4238.0,3124.0,4012.0,50,50.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0
47,Bong,BHA,DEF,45,154.6,346.2,18.0,52.1,36,0,0,1,0,0,0,2,0,0.2,2237,5,63,30,1.35,-0.040170154360517414,0.44351931477604123,51,10,11.0,17.0,11.0,8.0,3.0,12.0,24.0,14.0,10,11.0,17.0,11.0,8.0,3.0,12.0,24.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2.1,1.6,2.2,0.8,2.9,1.1,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8038,8613.0,8857.0,9890.0,9494.0,9242.0,9051.0,9015.0,8860.0,1,1.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,0,-492.0,-238.0,469.0,-562.0,-359.0,-287.0,-126.0,-257.0,0,137.0,489.0,1173.0,259.0,174.0,126.0,202.0,370.0,0,629.0,727.0,704.0,821.0,533.0,413.0,328.0,627.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
