,Name,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9
531,Cavaleiro,434,0,0.0,0.0,0.0,0.0,0.0,25.0,-2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,25.0,-2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.3,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
532,Costa,435,6,4.0,3.0,4.0,14.0,13.0,0.0,2.0,10.0,6,4.0,3.0,4.0,14.0,13.0,0.0,2.0,10.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.4,3.7,2.1,5.4,3.9,0.8,0.6,4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0
533,Enobakhare,436,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Jimenez,437,25,6.0,2.0,1.0,30.0,12.0,17.0,11.0,0.0,25,6.0,2.0,1.0,30.0,12.0,17.0,11.0,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,9.1,0.8,4.0,14.3,8.9,11.8,6.5,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,2.0,2.0,8.0,5.0,5.0,5.0,1.0
535,Bonatini,438,3,-2.0,0.0,11.0,-4.0,0.0,3.0,0.0,0.0,3,-2.0,0.0,11.0,-4.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.0,4.8,4.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0
536,Gibbs-White,448,2,-3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2,-3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
537,Mir,449,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Patricio,454,14,10.0,18.0,26.0,23.0,19.0,34.0,27.0,9.0,14,10.0,18.0,26.0,23.0,19.0,34.0,27.0,9.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.1,3.2,2.4,1.3,3.0,3.8,2.3,0.9,3,1.0,5.0,3.0,2.0,5.0,6.0,4.0,1.0,2,1.0,3.0,7.0,6.0,3.0,10.0,9.0,1.0
539,Moutinho,475,15,11.0,26.0,26.0,13.0,32.0,11.0,9.0,12.0,15,11.0,26.0,26.0,13.0,32.0,11.0,9.0,12.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,5.3,5.5,7.4,3.3,8.1,7.8,1.7,7.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,6.0,3.0,3.0,10.0,3.0,2.0,2.0
540,Jonny,483,6,12.0,14.0,33.0,27.0,8.0,32.0,16.0,4.0,6,12.0,14.0,33.0,27.0,8.0,32.0,16.0,4.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1,4.5,3.7,6.3,11.9,2.1,11.6,1.2,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,9.0,6.0,2.0,12.0,5.0,0.0
541,Traore,500,0,11.0,8.0,28.0,7.0,3.0,-1.0,1.0,8.0,0,11.0,8.0,28.0,7.0,3.0,-1.0,1.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.5,9.3,6.4,3.3,0.5,0.1,1.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0
542,Dendoncker,519,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Hause,525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
