,Name,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9
421,Redmond,343,13,0.0,12.0,13.0,13.0,10.0,7.0,13.0,4.0,13,0.0,12.0,13.0,13.0,10.0,7.0,13.0,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.7,5.2,7.7,7.7,2.1,9.4,6.5,4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0
422,Lemina,344,7,13.0,10.0,13.0,20.0,4.0,11.0,10.0,7.0,7,13.0,10.0,13.0,20.0,4.0,11.0,10.0,7.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.9,2.6,2.8,2.0,2.7,1.3,7.4,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0
423,Armstrong,345,5,0.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,5,0.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,0.0,0.0,0.9,2.3,0.0,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
424,Elyounoussi,346,6,0.0,9.0,5.0,8.0,0.0,9.0,0.0,8.0,6,0.0,9.0,5.0,8.0,0.0,9.0,0.0,8.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,7.0,6.2,2.3,0.0,7.7,0.0,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,3.0,2.0,0.0,3.0,0.0,3.0
425,Long,347,0,3.0,7.0,-1.0,4.0,2.0,0.0,3.0,9.0,0,3.0,7.0,-1.0,4.0,2.0,0.0,3.0,9.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,6.1,4.3,2.2,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
426,Austin,348,5,0.0,3.0,-12.0,0.0,3.0,5.0,0.0,6.0,5,0.0,3.0,-12.0,0.0,3.0,5.0,0.0,6.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.1,0.4,4.3,0.0,2.2,3.5,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,-1.0,0.0,1.0,2.0,0.0,2.0
427,Gabbiadini,349,3,2.0,0.0,0.0,0.0,0.0,3.0,6.0,-2.0,3,2.0,0.0,0.0,0.0,0.0,3.0,6.0,-2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,2.4,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
428,Carrillo,350,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Gunn,452,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Vestergaard,463,23,0.0,10.0,27.0,14.0,18.0,14.0,0.0,0.0,23,0.0,10.0,27.0,14.0,18.0,14.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,1.0,2.9,2.3,3.6,3.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0
431,Targett,479,0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,5.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
432,Lloris,351,12,16.0,31.0,0.0,0.0,0.0,0.0,34.0,27.0,12,16.0,31.0,0.0,0.0,0.0,0.0,34.0,27.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.8,3.2,0.0,0.0,0.0,0.0,3.8,3.2,1,2.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,2,2.0,7.0,0.0,0.0,0.0,0.0,9.0,8.0
433,Vorm,352,0,0.0,0.0,10.0,26.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,26.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
434,Alderweireld,353,0,16.0,34.0,15.0,16.0,16.0,26.0,25.0,27.0,0,16.0,34.0,15.0,16.0,16.0,26.0,25.0,27.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.8,3.8,3.0,3.5,2.8,2.0,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,6.0,1.0,1.0,2.0,6.0,5.0,7.0
435,Rose,354,0,0.0,18.0,2.0,4.0,29.0,23.0,24.0,0.0,0,0.0,18.0,2.0,4.0,29.0,23.0,24.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,2.9,8.1,1.9,5.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,1.0,1.0,7.0,8.0,6.0,0.0
436,Vertonghen,355,35,16.0,27.0,16.0,14.0,17.0,6.0,0.0,0.0,35,16.0,27.0,16.0,14.0,17.0,6.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,3.7,3.3,4.6,1.6,3.2,0.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0
437,Davies,356,15,20.0,4.0,10.0,0.0,0.0,0.0,3.0,22.0,15,20.0,4.0,10.0,0.0,0.0,0.0,3.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,10.2,0.6,2.3,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0
438,Trippier,357,0,32.0,35.0,28.0,5.0,23.0,40.0,33.0,26.0,0,32.0,35.0,28.0,5.0,23.0,40.0,33.0,26.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.7,7.4,0.4,5.7,8.3,7.9,5.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,11.0,1.0,1.0,4.0,11.0,7.0,6.0
439,Walker-Peters,358,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Sanchez,359,24,17.0,0.0,12.0,0.0,0.0,32.0,37.0,23.0,24,17.0,0.0,12.0,0.0,0.0,32.0,37.0,23.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.0,0.0,2.5,0.0,0.0,2.9,4.6,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,0.0,1.0,0.0,0.0,7.0,11.0,6.0
441,Aurier,360,22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Dier,361,15,20.0,7.0,0.0,14.0,17.0,7.0,32.0,13.0,15,20.0,7.0,0.0,14.0,17.0,7.0,32.0,13.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8,4.3,0.9,0.0,1.6,3.3,1.9,10.2,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0.0,2.0,2.0,3.0,8.0,3.0
443,Dembele,362,2,4.0,19.0,5.0,7.0,17.0,5.0,0.0,1.0,2,4.0,19.0,5.0,7.0,17.0,5.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7,0.4,0.2,2.2,0.7,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0
444,Lamela,363,0,12.0,0.0,0.0,18.0,26.0,0.0,1.0,33.0,0,12.0,0.0,0.0,18.0,26.0,0.0,1.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.3,0.0,0.0,8.3,6.8,0.0,4.2,8.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,6.0,7.0,0.0,1.0,11.0
445,Eriksen,364,15,5.0,22.0,15.0,22.0,14.0,0.0,0.0,1.0,15,5.0,22.0,15.0,22.0,14.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,6.9,8.1,4.6,8.1,5.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,6.0,2.0,5.0,2.0,0.0,0.0,1.0
446,Alli,365,34,18.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,34,18.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.4,8.0,4.1,0.0,0.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
447,Wanyama,366,0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
448,Son,367,7,0.0,0.0,0.0,5.0,4.0,7.0,12.0,0.0,7,0.0,0.0,0.0,5.0,4.0,7.0,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.9,4.0,4.0,5.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
449,Winks,368,0,3.0,2.0,4.0,9.0,0.0,-3.0,12.0,13.0,0,3.0,2.0,4.0,9.0,0.0,-3.0,12.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.0,1.3,2.2,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0
450,Sissoko,369,11,0.0,0.0,0.0,0.0,0.0,3.0,18.0,28.0,11,0.0,0.0,0.0,0.0,0.0,3.0,18.0,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0
451,Lucas Moura,370,8,17.0,41.0,15.0,-2.0,3.0,-3.0,13.0,8.0,8,17.0,41.0,15.0,-2.0,3.0,-3.0,13.0,8.0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.6,12.9,4.9,2.7,4.3,6.6,11.1,7.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7.0,15.0,5.0,2.0,3.0,3.0,3.0,3.0
452,Llorente,371,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
453,Kane,372,5,24.0,35.0,1.0,2.0,35.0,59.0,5.0,3.0,5,24.0,35.0,1.0,2.0,35.0,59.0,5.0,3.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.7,12.7,9.0,3.2,5.0,17.2,15.7,10.5,4.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,10.0,2.0,2.0,9.0,13.0,1.0,2.0
454,Nkoudou,497,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,Amos,523,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Gazzaniga,536,0,0.0,19.0,29.0,0.0,0.0,,,,0,0.0,19.0,29.0,0.0,0.0,,,,0,0.0,0.0,1.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.1,3.4,0.0,0.0,,,,0,0.0,3.0,5.0,0.0,0.0,,,,0,0.0,3.0,7.0,0.0,0.0,,,
457,Whiteman,538,0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,
458,Skipp,540,0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,,0.0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,
459,Gomes,373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Dahlberg,374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Kaboul,375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Cathcart,376,23,13.0,12.0,32.0,17.0,9.0,-3.0,6.0,25.0,23,13.0,12.0,32.0,17.0,9.0,-3.0,6.0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.4,7.9,1.5,2.2,7.3,6.4,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,2.0,11.0,1.0,2.0,-1.0,-1.0,6.0
463,Prodl,377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
464,Holebas,378,47,7.0,21.0,31.0,15.0,11.0,24.0,4.0,0.0,47,7.0,21.0,31.0,15.0,11.0,24.0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,3.7,6.9,8.9,5.0,3.6,7.6,4.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,9.0,10.0,0.0,1.0,1.0,-1.0,0.0
465,Britos,379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Kabasele,380,17,6.0,11.0,14.0,9.0,7.0,14.0,-8.0,0.0,17,6.0,11.0,14.0,9.0,7.0,14.0,-8.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.1,3.4,3.6,7.4,6.6,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,2.0,2.0,1.0,2.0,1.0,-4.0,0.0
467,Janmaat,381,25,10.0,26.0,21.0,9.0,14.0,0.0,0.0,0.0,25,10.0,26.0,21.0,9.0,14.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.6,7.8,7.6,0.8,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0
468,Mariappa,382,0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,23.0,0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0
469,Kiko Femenia,383,5,3.0,0.0,0.0,8.0,3.0,4.0,15.0,30.0,5,3.0,0.0,0.0,8.0,3.0,4.0,15.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,3.4,0.5,0.3,3.0,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0
470,Zeegelaar,384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Navarro,385,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
472,Masina,386,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,31.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
473,Chalobah,387,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
474,Cleverley,388,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Capoue,389,8,10.0,21.0,12.0,9.0,24.0,12.0,15.0,37.0,8,10.0,21.0,12.0,9.0,24.0,12.0,15.0,37.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,1.1,4.8,2.2,2.5,3.0,1.9,6.1,6.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,6.0,1.0,1.0,5.0,2.0,2.0,11.0
