,Name,Player_Id,assists_GW1,assists_GW2,assists_GW3,assists_GW4,assists_GW5,assists_GW6,assists_GW7,assists_GW8,assists_GW9,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
28,Boruc,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340702,367268.0,363260.0,370070.0,372101.0,368789.0,367144.0,365709.0,363219.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6835.0,-13297.0,-2548.0,-4507.0,-5659.0,-4191.0,-3522.0,-4654.0,0,6126.0,7509.0,11726.0,12944.0,5087.0,3391.0,3438.0,4153.0,0,12961.0,20806.0,14274.0,17451.0,10746.0,7582.0,6960.0,8807.0,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
29,Francis,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5.0,0.0,11.0,4.0,12.0,16.0,22.0,23.0,15,5.0,0.0,11.0,4.0,12.0,16.0,22.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.8,0.0,3.3,0.8,2.7,2.3,2.5,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22164,26400.0,24375.0,21993.0,21405.0,20431.0,19356.0,18940.0,20365.0,4,1.0,0.0,1.0,0.0,0.0,2.0,6.0,6.0,0,-17.0,-2527.0,-2756.0,-1090.0,-1122.0,-1132.0,-478.0,1031.0,0,1882.0,940.0,401.0,772.0,540.0,238.0,267.0,1819.0,0,1899.0,3467.0,3157.0,1862.0,1662.0,1370.0,745.0,788.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
30,Steve Cook,27,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,42.0,13.0,11.0,14.0,19.0,14.0,28.0,28.0,25,42.0,13.0,11.0,14.0,19.0,14.0,28.0,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,11.3,3.3,4.6,2.7,2.4,5.5,2.7,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59682,81485.0,453992.0,485539.0,539921.0,553334.0,521444.0,495845.0,502327.0,6,14.0,1.0,1.0,1.0,0.0,2.0,6.0,6.0,0,8006.0,292647.0,27440.0,38414.0,11473.0,-31376.0,-25655.0,819.0,0,13193.0,331610.0,74538.0,88345.0,41903.0,8326.0,3301.0,20827.0,0,5187.0,38963.0,47098.0,49931.0,30430.0,39702.0,28956.0,20008.0,45,45.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
31,Daniels,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834188,846641.0,770035.0,698135.0,528445.0,423075.0,367293.0,337013.0,297127.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-17095.0,-79976.0,-74409.0,-168409.0,-108053.0,-57422.0,-30970.0,-40362.0,0,21491.0,17008.0,7261.0,1231.0,259.0,283.0,191.0,229.0,0,38586.0,96984.0,81670.0,169640.0,108312.0,57705.0,31161.0,40591.0,45,45.0,45.0,45.0,44.0,44.0,43.0,43.0,43.0
32,Adam Smith,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,18.0,4.0,9.0,19.0,11.0,17.0,25.0,16.0,25,18.0,4.0,9.0,19.0,11.0,17.0,25.0,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.2,2.7,1.3,0.8,5.9,2.5,3.4,1.9,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21187,35599.0,40754.0,34980.0,34355.0,45164.0,44899.0,43936.0,50025.0,6,2.0,-2.0,2.0,7.0,1.0,2.0,6.0,6.0,0,4869.0,2416.0,-5970.0,-1406.0,9086.0,-257.0,-1111.0,4671.0,0,7338.0,7324.0,667.0,1863.0,11828.0,2177.0,1196.0,7107.0,0,2469.0,4908.0,6637.0,3269.0,2742.0,2434.0,2307.0,2436.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
33,Mings,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10308,10432.0,9555.0,8912.0,8468.0,8127.0,7867.0,7713.0,7537.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1032.0,-1116.0,-786.0,-544.0,-382.0,-293.0,-185.0,-208.0,0,187.0,153.0,117.0,83.0,51.0,37.0,44.0,81.0,0,1219.0,1269.0,903.0,627.0,433.0,330.0,229.0,289.0,45,45.0,45.0,44.0,44.0,44.0,44.0,43.0,43.0
34,Ake,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,5.0,23.0,7.0,14.0,15.0,12.0,30.0,27.0,33,5.0,23.0,7.0,14.0,15.0,12.0,30.0,27.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.0,6.5,2.5,1.1,7.5,2.8,4.9,4.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158251,219921.0,218380.0,251310.0,259268.0,261250.0,251952.0,244338.0,254537.0,8,2.0,8.0,1.0,1.0,0.0,2.0,6.0,6.0,0,16305.0,-9980.0,17334.0,816.0,-926.0,-10806.0,-8229.0,6081.0,0,26339.0,11266.0,30701.0,17245.0,9942.0,4567.0,2344.0,12930.0,0,10034.0,21246.0,13367.0,16429.0,10868.0,15373.0,10573.0,6849.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
35,Simpson,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257252,284137.0,278284.0,268175.0,255618.0,258241.0,257128.0,257604.0,256620.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-13492.0,-18314.0,-17013.0,-14863.0,-3170.0,-4320.0,-2426.0,-4579.0,0,9985.0,9225.0,3669.0,2518.0,8365.0,4414.0,4361.0,4928.0,0,23477.0,27539.0,20682.0,17381.0,11535.0,8734.0,6787.0,9507.0,40,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0
36,Pugh,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32012,34413.0,31874.0,29842.0,26422.0,25094.0,24858.0,24601.0,24080.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3475.0,-3512.0,-2895.0,-3706.0,-1579.0,-545.0,-349.0,-581.0,0,558.0,554.0,1288.0,226.0,188.0,339.0,313.0,331.0,0,4033.0,4066.0,4183.0,3932.0,1767.0,884.0,662.0,912.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
37,Surman,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,8,16.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.2,2.4,0.0,0.0,3.3,0.0,1.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17574,19664.0,17896.0,16104.0,14737.0,12687.0,12012.0,11386.0,10737.0,3,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0,-377.0,-2136.0,-2062.0,-1744.0,-2186.0,-868.0,-741.0,-842.0,0,2087.0,1601.0,774.0,756.0,236.0,336.0,185.0,231.0,0,2464.0,3737.0,2836.0,2500.0,2422.0,1204.0,926.0,1073.0,50,50.0,50.0,50.0,49.0,49.0,48.0,48.0,48.0
38,Stanislas,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,25.0,1.0,3.0,0,0.0,0.0,0.0,0.0,5.0,25.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.4,0.2,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359,2688.0,2448.0,2375.0,2412.0,2461.0,3060.0,4714.0,6352.0,0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,0,-541.0,-348.0,-190.0,-112.0,-37.0,407.0,1398.0,1325.0,0,53.0,49.0,60.0,67.0,64.0,548.0,1739.0,2250.0,0,594.0,397.0,250.0,179.0,101.0,141.0,341.0,925.0,60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
39,Gosling,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4.0,9.0,4.0,9.0,0.0,0.0,3.0,3.0,12,4.0,9.0,4.0,9.0,0.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.1,2.3,4.0,2.1,0.0,2.3,0.6,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5035,7001.0,6610.0,6382.0,6521.0,6378.0,5478.0,5278.0,5280.0,3,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,147.0,-524.0,-390.0,-41.0,-189.0,-918.0,-256.0,-44.0,0,743.0,303.0,263.0,567.0,384.0,44.0,68.0,210.0,0,596.0,827.0,653.0,608.0,573.0,962.0,324.0,254.0,50,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0
40,Ibe,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.2,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28714,24507.0,19603.0,17646.0,16696.0,15644.0,14871.0,14449.0,14027.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,-6258.0,-5393.0,-2495.0,-1385.0,-1276.0,-955.0,-540.0,-605.0,0,312.0,167.0,213.0,322.0,219.0,161.0,130.0,228.0,0,6570.0,5560.0,2708.0,1707.0,1495.0,1116.0,670.0,833.0,55,54.0,53.0,53.0,52.0,52.0,52.0,51.0,51.0
41,Lewis Cook,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,4.0,4.0,0.0,11.0,9.0,11.0,0,3.0,5.0,4.0,4.0,0.0,11.0,9.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,1.2,0.0,1.5,0.9,1.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16680,15194.0,14488.0,13574.0,12712.0,12176.0,11515.0,11313.0,11571.0,0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,0,-2598.0,-1483.0,-1346.0,-1010.0,-766.0,-730.0,-263.0,128.0,0,258.0,606.0,317.0,269.0,414.0,161.0,235.0,770.0,0,2856.0,2089.0,1663.0,1279.0,1180.0,891.0,498.0,642.0,50,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0
42,Fraser,40,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38,29.0,21.0,3.0,56.0,13.0,18.0,19.0,9.0,38,29.0,21.0,3.0,56.0,13.0,18.0,19.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.1,7.2,9.9,3.2,14.9,10.3,7.1,5.6,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57385,131407.0,274331.0,293372.0,298440.0,938301.0,1153520.0,1226339.0,1215297.0,11,6.0,2.0,2.0,18.0,2.0,1.0,6.0,3.0,0,35617.0,118278.0,16074.0,-2160.0,601724.0,215132.0,76790.0,-11376.0,0,46466.0,159162.0,58132.0,77133.0,623617.0,257544.0,134661.0,141922.0,0,10849.0,40884.0,42058.0,79293.0,21893.0,42412.0,57871.0,153298.0,55,55.0,56.0,56.0,56.0,58.0,59.0,60.0,60.0
43,Hyndman,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,2967.0,2582.0,2490.0,2486.0,2490.0,2467.0,2465.0,2481.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-935.0,-485.0,-233.0,-186.0,-120.0,-76.0,-47.0,-61.0,0,10.0,12.0,7.0,6.0,6.0,0.0,1.0,3.0,0,945.0,497.0,240.0,192.0,126.0,76.0,48.0,64.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
44,Brooks,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11.0,9.0,0.0,11.0,9.0,19.0,32.0,2.0,3,11.0,9.0,0.0,11.0,9.0,19.0,32.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,8.8,4.4,0.0,2.1,8.7,6.5,10.0,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3963,5202.0,8136.0,8172.0,7808.0,7807.0,7673.0,11015.0,118323.0,3,2.0,2.0,0.0,3.0,2.0,6.0,9.0,1.0,0,202.0,2484.0,-39.0,-473.0,-110.0,-175.0,2887.0,97432.0,0,659.0,3838.0,1042.0,768.0,902.0,510.0,3660.0,107529.0,0,457.0,1354.0,1081.0,1241.0,1012.0,685.0,773.0,10097.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
45,Wilson,43,1,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,31,27.0,4.0,-1.0,13.0,2.0,16.0,43.0,7.0,31,27.0,4.0,-1.0,13.0,2.0,16.0,43.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.2,11.2,5.0,1.5,6.4,2.8,7.9,14.5,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147186,377319.0,661172.0,795956.0,1037008.0,1083823.0,1036714.0,973784.0,1355184.0,8,6.0,8.0,2.0,4.0,2.0,5.0,14.0,1.0,0,124089.0,237811.0,114185.0,214737.0,47318.0,-44848.0,-64131.0,342476.0,0,152125.0,298342.0,176329.0,289931.0,110653.0,43492.0,24059.0,370201.0,0,28036.0,60531.0,62144.0,75194.0,63335.0,88340.0,88190.0,27725.0,60,60.0,61.0,62.0,63.0,63.0,63.0,63.0,64.0
46,Mousset,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11984,16089.0,15240.0,13765.0,13862.0,14027.0,13567.0,13340.0,12944.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-112.0,-1661.0,-2037.0,-530.0,-238.0,-608.0,-371.0,-567.0,0,2041.0,1050.0,578.0,975.0,844.0,349.0,326.0,332.0,0,2153.0,2711.0,2615.0,1505.0,1082.0,957.0,697.0,899.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
47,King,45,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0,28.0,6.0,34.0,13.0,-1.0,61.0,-4.0,1,3.0,28.0,6.0,34.0,13.0,-1.0,61.0,-4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.6,5.5,8.1,1.6,10.9,6.0,3.5,18.7,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380719,361077.0,243306.0,226895.0,202081.0,282597.0,271868.0,242492.0,293830.0,2,1.0,9.0,2.0,11.0,2.0,2.0,13.0,2.0,0,-32405.0,-119599.0,-22719.0,-27311.0,68615.0,-7967.0,-28989.0,43314.0,0,9503.0,3839.0,11865.0,12312.0,87981.0,18595.0,4299.0,81411.0,0,41908.0,123438.0,34584.0,39623.0,19366.0,26562.0,33288.0,38097.0,65,65.0,64.0,64.0,63.0,63.0,63.0,63.0,64.0
48,Defoe,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42370,44329.0,37807.0,33018.0,30743.0,29444.0,28581.0,27876.0,26999.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-5154.0,-8240.0,-6003.0,-3325.0,-1817.0,-1207.0,-903.0,-1174.0,0,1809.0,1198.0,602.0,898.0,595.0,449.0,273.0,388.0,0,6963.0,9438.0,6605.0,4223.0,2412.0,1656.0,1176.0,1562.0,60,60.0,59.0,58.0,58.0,58.0,57.0,57.0,57.0
49,Rico,473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,7.0,7.0,0.0,0.0,0.0,0,0.0,0.0,23.0,7.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.2,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514,1378.0,1209.0,1311.0,5098.0,5803.0,5234.0,4746.0,3867.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-219.0,-194.0,1.0,3013.0,615.0,-575.0,-517.0,-956.0,0,33.0,50.0,124.0,4252.0,1099.0,117.0,32.0,62.0,0,252.0,244.0,123.0,1239.0,484.0,692.0,549.0,1018.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
50,Lerma,494,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,7.0,7.0,11.0,19.0,21.0,16.0,0,0.0,0.0,7.0,7.0,11.0,19.0,21.0,16.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.4,5.1,2.6,4.3,5.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15473,14080.0,12466.0,12436.0,12762.0,12578.0,12262.0,14008.0,18625.0,0,0.0,0.0,1.0,2.0,2.0,5.0,3.0,3.0,0,-1875.0,-1765.0,-280.0,127.0,-291.0,-357.0,1412.0,4059.0,0,663.0,556.0,986.0,1422.0,935.0,476.0,2145.0,5814.0,0,2538.0,2321.0,1266.0,1295.0,1226.0,833.0,733.0,1755.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
51,Ryan,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9.0,21.0,14.0,12.0,20.0,20.0,29.0,34.0,15,9.0,21.0,14.0,12.0,20.0,20.0,29.0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.6,4.9,2.3,1.3,4.0,3.6,2.7,3.9,3,1.0,6.0,3.0,2.0,5.0,6.0,4.0,6.0,257273,250087.0,232025.0,237187.0,224788.0,215137.0,206784.0,204133.0,216803.0,2,1.0,4.0,2.0,1.0,2.0,3.0,9.0,11.0,0,-12813.0,-20178.0,1094.0,-12676.0,-10173.0,-8612.0,-3203.0,10489.0,0,1516.0,3237.0,13605.0,5724.0,3625.0,1531.0,3451.0,18274.0,0,14329.0,23415.0,12511.0,18400.0,13798.0,10143.0,6654.0,7785.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
52,Dunk,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2.0,0.0,16.0,15.0,10.0,12.0,23.0,31.0,14,2.0,0.0,16.0,15.0,10.0,12.0,23.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.0,2.2,2.6,2.7,1.6,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152747,145429.0,111976.0,92382.0,85938.0,81353.0,77723.0,75661.0,75812.0,1,1.0,0.0,1.0,1.0,1.0,1.0,6.0,8.0,0,-12459.0,-33424.0,-20334.0,-7287.0,-4821.0,-3753.0,-2207.0,-232.0,0,1424.0,392.0,276.0,909.0,460.0,515.0,769.0,2923.0,0,13883.0,33816.0,20610.0,8196.0,5281.0,4268.0,2976.0,3155.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
53,Duffy,49,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16,19.0,13.0,13.0,35.0,17.0,8.0,19.0,29.0,16,19.0,13.0,13.0,35.0,17.0,8.0,19.0,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7,6.8,4.4,2.0,8.7,3.7,4.3,2.2,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153522,142581.0,152219.0,164905.0,154147.0,172459.0,192194.0,201920.0,237486.0,1,7.0,2.0,1.0,12.0,4.0,0.0,5.0,7.0,0,-14140.0,3096.0,8883.0,-10801.0,13977.0,17736.0,8602.0,31141.0,0,844.0,15074.0,19625.0,3123.0,21850.0,25150.0,17001.0,41724.0,0,14984.0,11978.0,10742.0,13924.0,7873.0,7414.0,8399.0,10583.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
